30,イ,茨城大学大学院,7035,教育学研究科 学校教育専攻,70356972M1,1
31,イ,茨城大学大学院,7035,教育学研究科 教科教育専攻,70356973B7,1
32,イ,茨城大学大学院,7035,教育学研究科 学校臨床心理専攻,703569740X,1
33,イ,茨城大学大学院,7035,教育学研究科 障害児教育専攻,70356974Z0,1
34,イ,茨城大学大学院,7035,教育学研究科 養護教育専攻,70356978W5,1
35,イ,茨城大学大学院,7035,教育学研究科 その他専攻,7035697HZ9,1
36,イ,茨城大学大学院,7035,人文科学研究科 社会科学専攻,70358324R3,1
37,イ,茨城大学大学院,7035,人文科学研究科 文化科学専攻,70358328N1,1
38,イ,茨城大学大学院,7035,人文科学研究科 その他専攻,7035832HZ9,1
39,イ,茨城大学大学院,7035,人文社会科学研究科 社会科学専攻,70358384R3,1
40,イ,茨城大学大学院,7035,人文社会科学研究科 文化科学専攻,70358388N1,1
41,イ,茨城大学大学院,7035,人文社会科学研究科 その他専攻,7035838HZ9,1
42,イ,茨城大学大学院,7035,農学研究科 資源生物科学専攻,70359104M2,2
43,イ,茨城大学大学院,7035,農学研究科 生物生産科学専攻,70359106H2,2
44,イ,茨城大学大学院,7035,農学研究科 地域環境科学専攻,70359106Y6,2
45,イ,茨城大学大学院,7035,農学研究科 農学専攻,70359107X6,2
46,イ,茨城大学大学院,7035,農学研究科 その他専攻,7035910HZ9,2
47,イ,茨城大学大学院,7035,理工学研究科 応用粒子線科学専攻,70359630GZ,2
48,イ,茨城大学大学院,7035,理工学研究科 宇宙地球システム科学専攻,70359631S0,2
49,イ,茨城大学大学院,7035,理工学研究科 環境機能科学専攻,70359632P4,2
50,イ,茨城大学大学院,7035,理工学研究科 機械システム工学専攻,70359632V3,2
51,イ,茨城大学大学院,7035,理工学研究科 機械工学専攻,70359632W4,2
52,イ,茨城大学大学院,7035,理工学研究科 生産科学専攻,70359635Z2,2
53,イ,茨城大学大学院,7035,理工学研究科 都市システム工学専攻,70359637P3,2
54,イ,茨城大学大学院,7035,理工学研究科 物質科学専攻,70359638H0,2
